lncRNA,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128
CCEPR,-0.14768985,0.035570554,-0.103069596,0.14883922,-0.06625243,0.03984762,0.020126756,0.11567604,0.08913382,0.023657655,-0.021217916,-0.0276809,-0.14320901,-0.12872776,-0.12789613,-0.03913588,-0.02247356,-0.3288283,-0.20975302,0.099286154,0.053881638,-0.0061098114,0.1468483,0.21038733,-0.046320006,0.17050186,0.108151816,0.05544298,0.07979668,0.13763858,-0.03819644,-0.03632531,0.016671468,0.12894517,-0.3362892,-0.01022141,-0.06636785,0.043463573,0.3765849,0.050792612,-0.098898515,0.19361529,-0.047079835,-0.04067686,0.04463725,0.08198141,-0.14856307,0.20749342,0.00968233,0.10090801,-0.034730997,0.1602382,-0.2060027,0.19238701,-0.07606774,0.019176798,0.17205706,-0.05616217,-0.23583753,-0.04553165,0.10036181,-0.12795198,-0.091034666,-0.014927166,-0.033710588,0.1552495,0.013491857,-0.1864701,-0.019776467,-0.03425809,-0.25027674,-0.048290882,0.021321235,0.11065577,0.13182543,-0.25589952,0.19238636,-0.09212293,0.041662056,0.1345121,0.038570218,-0.10144454,-0.08376041,0.062158152,-0.1379464,-0.1573377,-0.022175057,0.025124257,0.051800877,0.04591371,0.35763496,0.10942743,-0.10122652,0.038205206,0.04218054,0.039478663,-0.05311067,-9.414178e-05,-0.1169765,-0.030497923,0.0045008557,-0.0050718593,0.013219181,0.2992759,-0.0066734552,0.13705225,0.32662916,0.030104715,-0.064550586,0.091148086,-0.027498621,-0.09682561,-0.0004572419,0.20200503,0.03295489,0.14719388,0.08253826,-0.059711497,0.0489585,-0.098905616,0.055098794,0.15726197,-0.16458769,0.035769757,0.23148322,0.11045204,0.001593926,0.035161532
LINC00842,-0.22514057,0.07178854,0.10386399,0.09764336,-0.04243759,-0.0676361,-0.07316373,-0.07267454,-0.12074542,0.07118712,-0.012143535,-0.13198067,-0.08876269,0.0734921,0.03747763,0.09614906,0.0076005505,0.012387545,0.062029656,-0.021850033,0.094270244,-0.14396265,0.19914068,-0.019030882,-0.12530395,-0.067280754,-0.14780338,0.05367442,-0.12872204,-0.16735464,-0.11224874,-0.06161969,-0.1381009,-0.13112195,0.014225084,-0.22823127,0.10749227,0.065774836,-0.061559115,0.08137023,0.02950258,-0.21411926,0.009171882,0.0048777554,0.21989734,-0.10777848,-0.092124544,0.041336417,0.07302463,0.14743996,0.02557311,0.066952005,-0.05543872,-0.19124214,-0.0185193,0.20764716,0.12838778,0.03902864,-0.022079563,-0.008845826,0.19596086,-0.13795799,0.03336733,0.2979528,0.16537687,-0.11521981,0.31083393,0.03522125,-0.14360851,-0.02193079,-0.058323428,-0.12283765,0.1330533,-0.017547822,-0.010771902,0.0648267,0.088831976,-0.11976871,0.20972365,-0.09983031,0.0035346262,-0.11422492,-0.061941274,0.08710847,0.15984634,0.1399305,0.0075717913,-0.21252893,0.016119562,0.048587248,-0.1438633,0.034043364,-0.035905045,-0.10271945,-0.08309751,0.03321447,0.08352638,-0.052788313,-0.12005865,-0.06816086,0.04384097,0.20740828,0.085096866,0.06421272,0.18095721,-0.11949278,0.06951266,-0.07452213,-0.060677487,0.009591773,0.12331013,0.20368035,-0.021692844,0.04087997,0.22000152,0.04173072,-0.044979386,0.040907614,-0.20903714,-0.043021113,0.058491763,0.041269686,0.04361519,0.14503272,0.15076853,0.45160425,0.094045185,0.10083431
LINC01585,-0.02889755,-0.18982174,-0.057365377,0.192278,0.015275193,-0.1275837,0.104161665,0.013564095,-0.17865391,-0.029965138,0.28519106,0.033426408,-0.06714838,0.04933988,-0.041666854,0.014245753,0.035724245,0.24210148,-0.09374665,0.066680245,-0.07610594,-0.012443608,0.0038828491,0.12438932,0.06985209,0.050516773,0.14636482,0.02600249,-0.04604318,0.06751368,-0.0060735703,-0.038210247,0.013928465,-0.15238898,0.050291795,-0.03548662,-0.22161695,-0.0605943,-0.12897511,-0.020834295,0.13682784,-0.16075537,-0.087290786,-0.005633639,-0.07339111,-0.111486785,-0.03757678,-0.22235742,0.1317989,0.096886754,0.006822233,-0.2954746,0.17628248,0.14951465,-0.013626947,0.042924162,0.0062051765,0.21115527,0.036755696,-0.025345448,0.13662057,-0.15664765,0.018340955,-0.076744735,-0.16703868,0.027678993,-0.033318415,-0.033339147,0.11528446,-0.084392436,0.024945894,-0.11469402,0.09873035,0.11604086,9.265862e-05,0.017751215,-0.16815476,0.035625182,0.01970915,0.07145407,-0.00018678093,-0.0036041723,0.08302966,0.13646132,0.10197362,-0.15784332,-0.1374481,-0.008901974,-0.09890618,0.022234576,0.07278965,-0.035067454,0.047544293,0.02468707,0.22794284,-0.0028682374,0.059294146,-9.099278e-05,-0.0012826005,0.015914645,-0.09234841,0.059046675,0.0416177,-0.16534576,0.06521689,0.04495702,0.06665403,-0.0824651,-0.06395232,-0.07971822,-0.18678953,-0.060027823,-0.06010666,-0.090775065,0.006743665,-0.034177106,-0.13241687,0.079851255,0.03210803,-0.000215988,0.025257118,-0.039401595,-0.08319236,0.0018015383,0.039389443,0.09710481,-0.1379734,0.048158515
DLGAP1-AS2,-0.074743986,0.07473439,0.10665402,-0.20341288,-0.07944538,-0.013850743,-0.065063395,-0.0030553867,0.01613441,0.0011839591,0.028842669,-0.0618207,0.07566085,-0.08341074,-0.21314672,-0.031895176,0.024074122,0.06297051,0.018128786,-0.026554864,-0.07425966,0.026325488,-0.035868194,-0.049604263,-0.07066551,-0.10006739,-0.008582082,0.032582175,-0.042976096,-0.031247856,0.092057995,0.08154145,0.18125042,0.084027514,0.08845287,-0.08605728,0.07228443,0.06528606,-0.092756204,-0.060511217,-0.008449764,0.0689306,-0.06703673,-0.1655604,0.08210472,-0.022528226,0.12742408,-0.02813701,-0.21384259,-0.17555547,0.08659413,0.01476408,0.005857597,-0.0074307257,-0.045069136,0.05355733,0.0691334,0.0115482835,-0.2338972,0.0778323,-0.05630196,-0.02462262,0.0488106,0.0789488,-0.12579778,0.10053589,0.07558052,0.06554066,0.026287116,0.10338198,-0.21420829,-0.036686976,-0.028635468,-0.10375793,0.25224307,-0.13589728,0.06326015,-0.12159198,0.15097107,-0.020106468,-0.03849377,0.019860588,-0.055283207,0.041102126,-0.11758752,-0.0014214376,-0.08049018,-0.14135458,-0.078208975,-0.04938002,-0.10729956,0.062196482,-0.019610714,-0.0049588988,-0.034081325,-0.018400058,-0.038015906,0.2547324,0.006914639,-0.031127786,-0.037275355,0.049687203,0.059840243,0.11794549,0.08364969,0.12292947,-0.03656796,0.047455728,-0.14190325,-0.15080419,-0.11433406,-0.112208605,0.081151776,-0.030246861,-0.02575794,0.03547422,0.0052556563,0.17904995,-0.09650684,-0.13107455,0.12129779,0.11807161,-0.050952394,0.10416524,-0.066453524,0.033366457,0.033866704,-0.021528926
LUNAR1,0.056209754,0.10877157,0.055069216,-0.116371065,-0.180285,-0.021509925,-0.06330901,-0.045913782,-0.15504296,0.02975314,-0.11354419,0.017488087,-0.012053537,0.09054708,0.017709915,0.01911592,-0.15308955,0.0895031,0.16399692,-0.13399065,-0.016542576,0.0436158,-0.050373483,0.06099786,0.11550094,0.038655944,0.0948974,0.08225027,0.050670974,-0.016825588,-0.087007724,-0.16293456,-0.05196064,-0.10679198,0.06690285,-0.017276948,0.02023384,-0.18386558,0.07764554,0.016772516,0.060081158,-0.005296332,-0.058536224,0.014421161,-0.059896175,0.037159104,0.04856047,-0.038829308,-0.09772247,-0.008813758,0.013895523,0.098745674,0.109240316,0.04338178,-0.006673214,0.13628656,0.05665347,0.0041678916,-0.00996213,-0.0076727984,-0.09327282,0.0062406277,0.07032653,0.05474318,-0.1124365,0.18777423,0.07685537,-0.00241022,0.18764089,0.12293021,-0.12112079,-0.17344682,0.0588122,-0.027566038,-0.0651166,-0.035207544,0.14468688,-0.05227761,0.0670587,-0.011489083,0.024600277,-0.0055604763,0.08134759,0.022779306,0.089073144,0.16737549,-0.007318855,-0.025239406,-0.17297252,0.09512477,0.019153612,0.0006488932,0.1480053,-0.09624345,0.05863395,0.03144691,-0.014423728,-0.15454857,-0.018032186,0.07520516,0.034992345,-0.07407764,-0.12342167,0.017608553,0.17042285,0.030410642,0.019498123,0.044385936,-0.0071705137,-0.19570795,0.07768077,0.012261621,-0.04161979,-0.054053746,-0.013079946,-0.1585747,-0.0059451275,0.09540151,0.07003397,0.095441274,-0.009552216,0.054973148,0.10637787,-0.03556647,0.05980211,-0.14644036,0.0997969,-0.1325087
TMEM220-AS1,-0.060537864,-0.10715399,0.004953283,0.06114084,-0.0056875977,-0.08129581,0.022771372,0.008715634,-0.14357714,-0.042963263,-0.013304342,-0.06349419,-0.056045383,0.14923652,0.05206296,0.07206553,0.11769721,-0.06985132,0.073319145,0.098286904,-0.10932906,-0.008153113,-0.05181096,0.06349141,0.013249397,-0.043063454,0.05534472,0.050672613,0.049075134,0.017816577,-0.08454544,-0.04002994,0.061911616,0.087553896,0.008460188,0.07831876,-0.13218708,0.096893266,-0.01792687,-0.047225658,0.01483518,0.15080437,0.025143778,0.31476808,-0.14714101,0.17182909,0.21438025,0.011290803,0.1831092,-0.06006669,0.084831916,0.013935825,-0.082278274,0.079803735,-0.054243416,0.14596413,-0.14396836,-0.072848484,-0.05047497,-0.03276477,-0.042426445,-0.19540462,0.05748307,-0.123508,-0.16115212,0.11574897,-0.10299202,-0.08479631,-0.08977873,0.09867722,-0.13719065,0.0036945024,-0.07245452,-0.049693763,-0.19497174,0.039430108,-0.2221297,0.16625378,0.15959662,0.09135316,0.012933809,-0.14228684,0.046186984,0.085100785,0.005807925,-0.2852281,0.0041130497,0.11701255,0.20096985,-0.00091226125,-0.033990834,-0.08245074,0.041796304,0.1485695,-0.1337405,0.2112315,0.05248379,-0.06436479,0.09609571,-0.15316035,0.069384456,0.09818127,0.13150673,-0.09390023,-0.16711833,-0.18670227,0.09365562,-0.14102767,0.055527203,-0.091864236,0.030346597,0.2965055,0.15750408,-0.052069496,-0.07577801,0.14962533,0.13275754,0.11869386,-0.05837602,0.02065402,0.0059858803,-0.0642033,0.048456527,-0.06815388,0.052749965,0.06386546,0.0843414,0.13953465
VIM-AS1,0.21386917,-0.11078441,0.04859173,0.21161942,0.10616995,0.0790302,0.14217198,0.0017187938,0.2711662,-0.21634519,0.083518945,-0.2539298,-0.21899977,0.11529432,0.045717046,-0.17518951,-0.051866256,0.049850184,0.31173941,-0.17530784,0.15308964,0.08782475,-0.07626168,0.031770132,-0.18016772,0.10624043,0.16708167,-0.024902742,0.010328854,0.069885425,0.020633647,0.0133697335,-0.054682244,0.1133597,0.03265108,0.087959945,-0.08456184,-0.14980744,0.062144354,-0.24363999,0.014528592,0.043647107,-0.055617817,0.052045424,-0.07226972,-0.096955135,-0.05487831,0.12872574,-0.022633888,0.127622,-0.037697665,-0.12013546,-0.003941131,0.06126319,-0.22233082,0.22960588,-0.045499284,-0.02581141,-0.040768787,0.055893436,-0.08031855,-0.039993323,-0.006890718,0.016560297,-0.36103478,-0.011135982,0.055748936,-0.0651517,-0.14869249,-0.1620111,-0.035359584,0.20977896,-0.14229742,-0.0128195165,-0.13481766,0.13406213,-0.0147450045,0.049149763,0.16540086,0.0069616544,-0.069371745,-0.052933976,0.10729885,-0.03985128,-0.04407207,0.07399081,-0.13300388,-0.0149467895,-0.032267235,0.100170456,-0.07167213,0.119933054,0.046882614,0.08163223,0.10461902,-0.03745881,0.051904853,0.035164155,0.09683631,-0.14288065,-0.048852973,0.056070495,0.14555888,0.12083476,0.088549934,-0.2784204,-0.21501362,-0.052838568,-0.00019858725,-0.005728369,-0.23702095,-0.059796456,-0.1650155,-0.24710721,0.07287467,0.08129197,0.049492083,-0.0064728726,0.09045027,0.1194886,-0.13398667,0.22563076,-0.011857285,0.0832157,-0.102927856,0.015155676,0.05312755,-0.47574943
LINC00997,-0.016874438,0.009388094,-0.059691943,-0.027381076,0.100311466,-0.032356367,0.03868113,-0.19460809,-0.15544288,0.026546616,0.07850256,-0.011657527,-0.26359943,-0.13190988,-0.045614474,0.026184855,-0.08014426,0.13345493,-0.023532407,0.10342072,-0.18232776,0.04702016,-0.068591654,-0.10235736,0.06711676,0.012139751,0.005400994,-0.121698156,-0.09368459,0.50510687,0.11711802,0.09817582,0.12260255,-0.018738147,-0.071870334,-0.095546834,-0.24353293,-0.0074658403,0.019013427,0.084152654,0.06378317,0.022699121,-0.057733424,-0.054524727,-0.0109696,0.09094359,-0.14054401,0.21424903,0.01365874,0.007316626,-0.016016299,0.029416908,0.18360673,-0.10483209,0.12894344,-0.05544507,-0.099022456,0.10075722,-0.033608492,0.10408037,0.072070435,0.1723509,0.16010657,0.021866534,0.024574164,-0.03335885,0.0067448327,0.27688113,-0.09076246,0.0019852256,0.13954574,-0.08155559,-0.029802747,-0.0092029795,-0.11852364,0.099017486,0.22646154,0.010313239,0.14368944,-0.15800364,-0.15534487,-0.052205052,0.054839045,0.07878237,-0.037453927,-0.18940781,0.020063644,0.047673777,-0.10610063,-0.11775716,-0.12704575,0.030827895,0.07128872,0.26401508,-0.016653128,-0.0047482387,-0.10196657,-0.044938035,0.20487197,-0.05784008,-0.16333658,0.014792379,0.077098265,0.03637675,0.026218124,-0.08402113,0.037104655,0.09253486,-0.13121139,-0.08538057,0.019185787,-0.20482202,-0.11922121,-0.11701437,0.06711912,-0.0065237656,-0.04253209,0.047635965,0.1321841,0.0132662095,0.12028012,0.0145174945,0.049835123,-0.030634735,-0.038288143,-0.111420356,0.017332016,-0.14792609
CCND2-AS1,-0.0791914,-0.012146235,-0.09396007,0.05149967,0.061901588,0.021318372,0.23781678,0.061285067,0.0024225737,-0.0026077311,0.0829332,0.09322327,-0.015040072,-0.16504627,-0.059743747,0.048312716,0.06301875,-0.045789473,-0.014841203,-0.047746014,0.13195065,0.025012704,0.00033340533,0.24169025,0.16447854,0.05278638,-0.042767026,0.072930984,-0.08982054,0.09094818,0.06320408,-0.061074987,-0.02222398,-0.12953222,0.25923708,0.047293857,-0.0012480207,-0.04814363,0.114235684,-0.07325383,-0.0853338,0.12293195,-0.043597195,0.022965495,-0.046194028,-0.18263842,-0.111576974,-0.063420646,0.15510343,-0.017632322,-0.107643835,-0.10912851,0.05039345,-0.00958105,-0.012906412,0.1814709,-0.119042546,0.065553375,-0.0074552093,0.14649376,-0.057190787,-0.04763751,0.14717157,0.0031374972,-0.20688885,0.025343142,-0.050140895,0.03560933,0.015153442,-0.07256282,-0.09091119,0.041871686,0.039198592,-0.022756895,-0.1448118,-0.09522066,-0.08404138,0.14999925,0.17463939,0.012616784,-0.12587348,0.024441998,-0.050054677,0.014528509,-0.12446576,0.07590073,-0.107105486,0.10348948,-0.012202013,0.16324712,-0.06748958,-0.15289284,-0.12101281,-0.012596232,-0.017352402,0.049315546,0.06096601,-0.27795961,0.024373455,0.08581484,0.05451113,-0.13491406,-0.026311047,-0.03522043,0.06591429,-0.01007119,0.18490401,0.042488802,-0.14426917,0.19389048,-0.057919424,-0.0895004,-0.009343216,-0.23331966,0.13975552,-0.018422034,-0.06490744,-0.01948355,-0.120311305,-0.11166635,0.038238056,0.23328634,-0.00099926,0.20491914,0.05518759,0.19971561,0.09553361,0.019658726
LINC00659,0.0027529323,0.11378093,-0.052180503,-0.004820652,-0.05419034,0.1117757,-0.007915479,0.087373964,0.012491424,-0.014729996,0.12320457,0.008312445,0.09527089,0.03183592,-0.012252531,-0.011181245,0.025511442,-0.018230502,0.033325896,-0.12507324,0.05344164,0.13345549,0.018708602,0.0048545813,0.11797542,-0.10574865,0.1614815,0.1106464,-0.025620183,-0.00834621,0.014812814,0.016073342,0.030618627,0.1393257,-0.08373467,-0.0949561,0.13862652,-0.06776953,-0.09251367,0.062080458,-0.033631507,0.038269736,-0.22336775,-0.08218372,-0.101439185,0.026508953,0.11828319,0.00213902,0.08566026,0.035267886,0.079561815,0.12210875,-0.1165456,0.009350033,-0.11963063,0.033082027,-0.20348002,0.06524052,-0.19491442,-0.11011596,0.02363346,0.09143979,-0.035833135,0.04501308,0.11982562,0.038272917,-0.10445498,-0.113898754,-0.106972866,0.035855707,-0.050430354,0.025450205,-0.036453594,-0.021550912,-0.11153643,0.113499254,0.022806799,-0.11693259,0.08863938,0.00982221,-0.048631825,0.111655965,-0.025724774,-0.06928373,-0.04249057,-0.050613176,-0.10957362,-0.13519429,-0.17536914,-0.116716996,-0.1357036,0.0804108,0.1064123,0.100826874,-0.12767097,-0.15624046,0.035968956,0.1342899,-0.11022754,-0.0026865257,0.079704754,-0.030437287,-0.028221123,-0.09497973,0.00709261,0.18242908,-0.036078606,0.026614282,0.038662903,-0.04412693,-0.0013400224,0.01616257,0.1355402,0.0138922315,-0.07864199,0.018445285,0.020991819,-0.095939666,0.12115537,-0.042919386,-0.048204746,0.07807554,-0.029410282,0.095391326,-0.016614893,-0.023475923,-0.1360991,-0.06944988
LINC01555,0.16497754,0.23693885,-0.25878474,0.058960013,-0.09279964,-0.18386579,-0.020914316,0.027023038,0.0939151,0.13730268,0.1397162,0.08319202,-0.025691701,-0.048480455,-0.25971633,-0.034720905,0.08251747,0.10237323,0.039740004,-0.036236465,-0.008906286,0.016219934,0.0011413272,-0.057270344,-0.073777236,-0.012600705,-0.022643877,0.021753175,-0.090244226,-0.11311357,0.029733425,0.10252311,0.04978506,0.107193545,0.09851531,0.05310848,0.25510743,0.032936946,-0.1056683,0.007721807,-0.07568348,0.029086005,0.08976823,-0.025942776,0.017151942,-0.08165876,-0.06412749,-0.04789998,-0.12763618,0.026859906,0.017290311,0.16644005,0.14491759,0.04331102,-0.12953159,0.0134884585,0.0033021793,0.01739113,0.1333945,0.109037064,0.14928524,-0.031725384,-0.06665896,0.044611815,0.17196588,0.26802862,0.18974137,-0.055855658,0.045259565,0.19768216,0.05688096,0.018101752,-0.020356514,0.049004123,0.009458593,0.019516563,0.123477735,0.039122213,-0.053845223,-0.13749328,-0.049715623,0.06159657,-0.045564286,-0.07609973,-0.019701647,0.09332794,0.116976015,0.017454391,0.12791441,0.042215247,-0.03563971,-0.02979155,-0.023822786,0.17290401,-0.117851555,-0.07763048,-0.0017040092,0.051808916,0.017641911,0.14126728,0.08328462,0.034685653,0.029181896,-0.026146876,-0.07912218,-0.06922029,0.0006864233,0.0036688133,-0.096997134,-0.067660406,-0.14617388,0.076397546,0.13057785,-0.23154709,0.015947007,0.24815747,-0.07925042,0.013510965,0.17655076,0.13854724,-0.19226585,-0.1701437,0.16922653,0.114336886,0.05932882,0.22663553,-0.19129792,-0.019764582
DPP10-AS1,0.05531805,0.15392649,-0.3559881,0.022439089,0.15259199,-0.042039156,0.08932323,-0.23070803,0.016112301,0.45638326,0.062960275,-0.020789474,0.009946942,0.029547645,0.062060796,-0.24337177,0.120211504,0.04269351,0.0062796324,0.061831433,0.40968716,-0.19356684,-0.15684772,-0.06650086,0.048519094,0.06119302,0.06904543,0.10195912,-0.15251766,0.0927199,-0.17170918,-0.14539135,-0.009138684,0.27204162,-0.19274324,0.04092079,0.095593326,-0.04584147,0.05129288,-0.20153032,-0.11240538,0.21127734,-0.30472672,-0.049922653,-0.030721065,0.02506843,-0.020974744,0.206462,0.032229874,0.002762635,-0.33615592,0.24405791,-0.06905987,0.12982443,-0.19018643,-0.04071442,-0.24015434,0.049754415,-0.5424501,0.07134508,-0.13485257,0.4528533,0.009669283,-0.10706934,0.066690505,0.13190268,0.06144426,0.017867088,-0.097325586,-0.20089458,0.20006497,-0.10354959,-0.052205693,0.0036046924,0.4871818,-0.07321143,0.22130011,-0.1551321,-0.14852971,0.121203676,0.18903284,0.074384935,-0.025160775,0.52142,-0.17648478,-0.052453797,0.1067377,-0.09966002,-0.48708948,-0.17547677,-0.22252995,-0.13563685,0.013124081,0.24160448,0.05813716,-0.27248764,0.01962257,0.034729827,0.15442343,0.26143792,0.1024676,-0.113460064,-0.16658063,0.045189746,0.0026839245,0.11412806,0.046229243,-0.12815073,-0.12883466,0.39154404,0.016110681,0.14342526,-0.14921989,0.0778602,-0.27283645,0.07666716,-0.07009557,-0.026298333,0.11626845,0.15116557,-0.36122176,-0.047130823,-0.38952157,-0.04121975,-0.097879514,-0.14296244,-0.02498155,-0.066092424
ERLNC1,-0.117903516,-0.028807683,-0.048654247,0.0077651013,-0.1291126,-0.00029973523,0.008251872,0.19782516,-0.078857854,0.07914179,-0.010419845,0.006293264,0.059007328,0.07296159,-0.11051623,-0.082497224,-0.11020226,-0.034624312,-0.19913267,0.021731405,0.047784533,-0.058727592,-0.048673093,0.14001735,0.067357324,-0.018584063,0.32404265,-0.1022921,0.019118294,0.017787118,0.019288043,0.008067124,-0.11070146,0.122525655,-0.13875149,-0.023373961,0.020006938,0.071079314,0.043436266,0.0525109,-0.01918029,-0.028847959,-0.00068062916,-0.101628974,-0.054331448,0.1969611,-0.07132517,0.08172608,0.002794499,0.058579482,-0.16070959,0.06806796,-0.23744468,-0.0202391,0.066557996,-0.037569426,0.046836723,-0.17302717,-0.24273731,-0.036204398,0.05933263,-0.010807886,-0.03384768,0.046449654,0.032593694,-0.079490416,-0.061243266,-0.10293878,-0.08172789,0.015096379,-0.02772524,0.04611067,0.071655236,0.015407264,-0.1258874,-0.19885086,0.19543317,-0.049115937,-0.034002833,0.047647737,0.033421397,-0.033895157,-0.03209196,-0.16639991,0.13170794,0.02099193,-0.09724643,-0.062451046,-0.13231152,0.08635716,0.025951566,0.016603706,-0.018022712,-0.059503566,-0.16323757,-0.02093291,-0.116931394,0.012149818,0.09062891,-0.09118008,-0.076495364,-0.009027969,-0.15147935,-0.11448306,-0.114041455,0.08103466,0.022094669,-0.12244481,-0.07809424,0.16649017,-0.063197784,-0.12441598,0.04277075,-0.08450537,0.20887287,-0.008023544,0.003506257,-0.14307195,0.0726024,-0.039010495,-0.08178365,0.09183925,0.123623945,0.10064612,0.004321549,-0.10883033,-0.01997037,-0.02124068
CCDC144NL-AS1,-0.09965012,0.051250353,-0.4975471,0.0419731,-0.074227184,0.16095582,0.14601392,0.14609905,0.008454467,-0.13667743,0.06713044,0.02215576,0.08394616,-0.10550351,-0.14822698,-0.051130116,0.061809696,0.043147895,-0.024723595,-0.059210375,0.062762894,0.045661066,0.03200974,0.27342263,0.033885527,-0.028739111,0.15713587,-0.08879394,-0.10409857,-0.024243306,0.07735693,-0.017386032,-0.02947109,0.058342855,-0.13744885,-0.1138797,0.04618426,-0.06483648,-0.16638313,-0.08123645,0.083655514,-0.10948051,0.025175493,0.017091712,0.04641842,-0.11646097,-0.020492416,-0.029723799,0.14969322,-0.048859403,-0.09661196,0.038223095,-0.03222964,0.10396187,-0.05066673,0.18434419,-0.19174288,0.104037546,-0.05826732,0.120172516,0.17613174,-0.024006205,-0.02206936,0.13653173,-0.10779477,-0.21071912,-0.03636791,0.057362158,-0.02025731,0.009932906,0.03889141,0.03749649,0.022466227,-0.0065353047,-0.21691342,-0.059360012,0.02064382,0.026749086,0.09173097,0.14885443,-0.0542927,-0.041253556,-0.11858556,-0.042538907,-0.120995104,-0.06139401,-0.09572089,-0.13195656,-0.1562076,0.05090019,0.027438711,0.057599433,-0.13561337,-0.07637123,-0.05738249,-0.016230054,-0.10605343,-0.22157313,0.10789885,0.06710039,-0.055415135,-0.2028125,-0.21236883,-0.085377246,0.032663748,0.08785828,-0.030314941,-0.07068521,-0.017761389,0.12478037,-0.027534114,-0.047229867,-0.0076564373,-0.07743338,0.15743993,0.047324643,-0.0101327,0.05959672,-0.005740878,0.045825686,0.13237162,0.1348776,-0.024576308,0.021514483,0.07288079,-0.011432682,0.1380548,0.060498722
ITGB2-AS1,0.01151886,0.13960578,0.056527644,0.10239115,-0.099050626,0.30352953,-0.024322806,-0.04576502,0.026444381,0.009502776,0.016523736,0.03289692,0.09180878,-0.014950601,0.07727603,-0.1822477,0.10634548,0.06768654,0.008487892,0.18305585,-0.010318294,-0.064431496,0.007895006,0.032469038,-0.07203349,-0.030908521,-0.06806696,0.12492483,-0.025673918,-0.038201984,0.06900971,0.02098488,0.004873718,-0.042644445,0.028139282,0.052365143,-0.10320525,-0.103248775,-0.058506206,0.010764713,-0.043713257,0.08828963,0.12094835,0.0055411914,-0.10038177,-0.14423226,-0.06790798,-0.082227744,0.03314246,0.08813944,0.040807497,0.049881622,-0.04230275,0.13389061,-0.06039346,-0.08777675,0.09252431,-0.18131132,-0.063885614,0.021931281,0.058480203,-0.0067824298,0.038029358,0.1715037,-0.05899147,0.028144605,-0.073229104,0.033761803,0.096165456,-0.017394157,-0.11440305,-0.06243896,-0.074006885,-0.056967303,0.07241711,0.08611603,-0.19635585,0.017207779,0.15468141,-0.23299804,-0.022617087,-0.17433621,-0.107691124,-0.078527205,-0.035411026,0.12025675,0.09208444,-0.021167878,0.0017366252,-0.058665697,0.062148917,0.043740023,0.0674976,-0.11841115,0.035148267,-0.05241246,0.11068678,-0.028203767,-0.04261135,-0.036392234,0.061221804,0.05094627,-0.014047227,-0.11927093,0.118999764,-0.0054835128,0.029859712,0.035952926,0.07124725,-0.09646543,0.14121416,-0.037418887,0.057955842,-0.03021725,-0.082231544,0.050634317,-0.044085916,0.096570864,-0.06559555,0.114361964,0.016338551,-0.055642314,-0.017586205,0.008833276,-0.13546331,-0.014191045,-0.09851472,-0.09816282
